"","CellSubset","160406_eha001_1758_1_patients_acute","160406_eha001_1758_1_patients_conv","160406_eha001_1760_1_patients_acute","160406_eha001_1760_1_patients_conv","160406_eha001_1773_1_patients_acute","160406_eha001_1773_1_patients_conv","160406_eha001_1785_1_patients_acute","160406_eha001_1785_1_patients_conv","160406_eha001_1790_1_patients_acute","160406_eha001_1790_1_patients_conv","160406_eha001_1793_1_patients_acute","160406_eha001_1793_1_patients_conv","160406_eha001_1794_1_patients_acute","160406_eha001_1794_1_patients_conv","160406_eha001_1800_1_patients_acute","160406_eha001_1800_1_patients_conv","160406_eha001_1802_1_patients_acute","160406_eha001_1802_1_patients_conv","160406_eha001_1822_1_patients_acute","160406_eha001_1822_1_patients_conv","160406_eha001_1823_1_patients_acute","160406_eha001_1823_1_patients_conv","160406_eha001_1824_1_patients_acute","160406_eha001_1824_1_patients_conv","160406_eha001_1857_1_patients_acute","160406_eha001_1857_1_patients_conv","160407_eha001_1828_1_patients_acute","160407_eha001_1828_1_patients_conv","160407_eha001_1829_1_patients_acute","160407_eha001_1829_1_patients_conv","160407_eha001_1838_1_patients_acute","160407_eha001_1838_1_patients_conv","160407_eha001_1839_1_patients_acute","160407_eha001_1839_1_patients_conv","160407_eha001_1842_1_patients_acute","160407_eha001_1842_1_patients_conv","160407_eha001_1844_1_patients_acute","160407_eha001_1844_1_patients_conv","160407_eha001_1847_1_patients_acute","160407_eha001_1847_1_patients_conv","160408_eha001_1862_1_patients_acute","160408_eha001_1862_1_patients_conv","160408_eha001_1863_1_patients_acute","160408_eha001_1863_1_patients_conv","160408_eha001_1864_1_patients_acute","160408_eha001_1864_1_patients_conv","160408_eha001_1878_1_patients_acute","160408_eha001_1878_1_patients_conv","160408_eha001_1879_1_patients_acute","160408_eha001_1879_1_patients_conv","160408_eha001_1880_1_patients_acute","160408_eha001_1880_1_patients_conv","160408_eha001_1882_1_patients_acute","160408_eha001_1882_1_patients_conv","160408_eha001_1885_1_patients_acute","160408_eha001_1885_1_patients_conv","160408_eha001_1886_1_patients_acute","160408_eha001_1886_1_patients_conv","160408_eha001_1889_1_patients_acute","160408_eha001_1889_1_patients_conv","160408_eha001_1890_1_patients_acute","160408_eha001_1890_1_patients_conv","160408_eha001_1891_1_patients_acute","160408_eha001_1891_1_patients_conv","160408_eha001_1897_1_patients_acute","160408_eha001_1897_1_patients_conv","160408_eha001_1910_1_patients_acute","160408_eha001_1910_1_patients_conv","160408_eha001_1912_1_patients_acute","160408_eha001_1912_1_patients_conv","160408_eha001_1914_1_patients_acute","160408_eha001_1914_1_patients_conv","160408_eha001_1918_1_patients_acute","160408_eha001_1918_1_patients_conv","160408_eha001_1920_1_patients_acute","160408_eha001_1920_1_patients_conv","160408_eha001_1924_1_patients_acute","160408_eha001_1924_1_patients_conv","160408_eha001_1937_1_patients_acute","160408_eha001_1937_1_patients_conv","160411_eha001_1925_1_patients_acute","160411_eha001_1925_1_patients_conv","160411_eha001_1938_1_patients_acute","160411_eha001_1938_1_patients_conv","160411_eha001_1948_1_patients_acute","160411_eha001_1948_1_patients_conv"
"44","Dendritic Cell (Type 2, CD1c+)",0,0.00257396507177963,0.00133632923368023,0.00215650923762761,0,0.00509768993158862,0.000615598137535817,0.00608787603187105,0,0.00841470755442598,0,0.00456959500352747,0,0.00311131597142199,0.00123990622557958,0.0120882589617168,0,0.00867226979225154,0,0.00545576632533154,0,0.00371632383177119,0,0.00555911149041083,0.000358294518093873,0.00307053616887949,0.00110779456565221,0.00404340487879904,0.000587758172777393,0.00326502257728378,0,0.00292967636765728,0,0.00553557692939838,0,0.00568296966831048,0,0.00567807830527709,0,0.00597197404307345,0,0.00516948526696699,0,0.00348262313146105,0,0.00688901931122361,0,0.0050989151487247,0,0.00320099813871674,0,0.00297098661107837,0,0.00316364127394433,0,0.00567269889417343,0,0.00646265308163878,0,0.00312454539129555,0,0.00811549069027857,0,0.00389479980620732,0.000226975353146947,0.00492620766666263,0,0.0028838177738931,0,0.00287149455224907,0,0.00978629561189367,0,0.00206819907917941,0,0.00216538031019195,0,0.00244560054652098,0,0.00210688851529298,0.000326384072457264,0.00681399139566577,0,0.00243482420473571,0,0.00355831328352539
"45","Monocyte (CD14+ CD16+)",0.0246722652807999,0.0074984944732599,0.032639545884579,0.00104926927959838,0.0187459070072037,0.00117019462184237,0.0351674426934097,0.00391208045221735,0.025235073034404,0.00231582115506805,0.0248591915673279,0.00334124775728145,0.0533238324277783,0.00141161557962664,0.0138890336025007,0.0016716386059601,0.0239948297673395,0.00274161285794497,0.018209143016916,0.0024341111297633,0.0409771473601261,0.00102319565238376,0.0452163029022921,0.00482816932571573,0.0516886986365951,0.00210707711588924,0.0474505338954365,0.0712594457418778,0.0205480257202976,0.0165067999038128,0.0473013263710938,0.0103165646409722,0.0263271073973949,0.00506880025245387,0.0316005127500801,0.00492721070053368,0.0432097966369367,0.00235672404009835,0.0460115486112926,0.00818930904513525,0.0396314311159827,0.0014651798242375,0.0160300973255909,0.00119180525148251,0.0201332924346783,0.00256102039086946,0.0432462935412712,0.00555553441577467,0.0377283967577964,0.00960640335985492,0.0198697823384395,0.00523575509329385,0.0274884115037631,0.00878199810953143,0.0369528702697362,0.00193261967517265,0.0354704518751389,0.00496934794724132,0.0693208808019001,0.00223272170673548,0.0540647929856163,0.00240165740752959,0.0249206196478399,0.00753788565690576,0.117920371705519,0.00786096968084463,0.0232722705279825,0.0035964213936968,0.0246514266378718,0.00566210193401225,0.0254672775097114,0.00457861383449079,0.0407908019689647,0.008083998060527,0.0852602617790455,0.012557250602445,0.0443651553389609,0.0018392533035819,0.0164591359383599,0.00185074282250907,0.0682142711435682,0.00469408296145864,0.0198090669938742,0.0453480028701268,0.0110798528457044,0.00709763201215651
"46","Monocyte (CD14+ CD16-) CD54hi CHIKVhi CD123hi",0.130878095272348,0.0176923674650815,0.12724692526017,0,0.103082023575639,0.00245409236483541,0.219242478510029,0,0.203319245012872,0,0.17340360560067,0.00656073514613035,0.217689498530329,0.00303641392025812,0.023558218286012,0,0.0356003520158407,0,0.0503634838529288,0,0.123982138166535,0,0.0926490912409711,0,0,0,0.0484352401760162,0,0,0,0.0664313687569501,0.0393739384197987,0.0543950192512493,0.0161728257082186,0.0605228219566909,0.0106439573059515,0.0711188204683434,0.00408170985435975,0.0507668591435215,0.00608048962229344,0.0539151880523395,0.00427442581788642,0.0685368446879856,0.00263589044670949,0.0589498340815928,0.00436252247954479,0.313326151267977,0.0290866473110833,0.0338645418326693,0.0122551526184097,0.192861206515097,0.0187415679990649,0.120520360863281,0.00941376183954166,0.1082896946942,0.00792558125837469,0.114381886888317,0,0.226440159413872,0.00671081510154773,0.122990119467034,0,0.125012027326085,0.0109184311454068,0.133955512830783,0.00737721770048496,0.052939771611545,0,0.0299360078024701,0.0097145491753553,0.0481474384656923,0.00477162331697518,0.0427383260226735,0.00363865730112893,0.00917440472577937,0,0.0603254721086067,0,0.0582691249312053,0,0.136367345273551,0.0131915310548771,0.0518512321406992,0.00257354699832576,0.031681454230686,0.00947828289223756
"47","Monocyte (CD14+ CD16-) CD54hi CHIKVhi CD123lo",0,0.00792101326806146,0,0.00913038185285882,0.0325802226588081,0.0312920464666755,0,0.0283767259498436,0,0.0165117212319834,0,0.0335664686270086,0,0.00615349158792348,0.00783537379525918,0.012154946672061,0.0256586546394588,0.0177305586749017,0.0446316230952048,0.0117648704605226,0.0124207287327855,0.00720098072338002,0,0.00624659222909703,0.186784589564201,0.0102220655622136,0.0278487244976459,0.00491765458232316,0.00345601805593107,0,0.0149559219326661,0.0103507631977931,0,0.017638898932988,0.0186329716614018,0.0121216983043978,0,0.00883676943446189,0.00789068011391843,0.0129856976466588,0.0148660683702131,0.0115117051916402,0,0.00503399979701614,0.00956470817880148,0.00853359613085057,0,0.0160577775579241,0.00899848880340706,0.0103290994252521,0,0.0376974366717157,0.0122613766635099,0.00954879530855148,0.0126469716431183,0.00812068381605878,0.0308659617033438,0.0155296588976693,0,0.0143134538876555,0.0156022357023655,0.00967590820918172,0.0088521119984605,0.0152192212024349,0.141872947208203,0.0611825317159892,0.0121535916782394,0.0135951409340675,0.0324240403658403,0.00998552119648302,0.0237253296636299,0.0121381518984627,0.0111491285276539,0.00863752022072233,0.0129271105176913,0.0134175371365167,0.0293098947002002,0.0136428129661294,0.00402449091909741,0.00537545186264819,0.0197258373791359,0.0151867389929544,0.0308523197337721,0.00498923702463525,0.0027699632114261,0.00861719640369761
"48","Monocyte (CD14+ CD16-) CD54hi CHIKVlo CD123hi",0.170332140480857,0.178842007109971,0.0826868495742668,0.0344983507341986,0.083599377865095,0.0192110898444162,0.0439648997134671,0.0397343788756359,0.15315885843303,0.0149065311172792,0.0571150670677916,0.0437334593911265,0.0671298358124759,0.0202926941691634,0.0606512112529305,0.021468996883461,0.0692481161652274,0.0294471153846154,0.0601146372151545,0.0191091712830843,0.130886712446996,0.0301939245344942,0.125244465305484,0.0285699610427581,0.0546116275999925,0.00133944307366937,0.0623903744961073,0.0119966487094698,0.0159987774630006,0.012846340876907,0.0406936453448081,0.0272277509889083,0.0339047267961006,0.0328452996903496,0.0646316897862015,0.0312183341214619,0.0967883910887885,0.021342916587857,0.018707705170747,0.043131325553972,0.0735082551209153,0.0181434162912636,0.0544696164226711,0.0195937422974873,0.0851342684253088,0.0281555317726592,0.0890405102686434,0.109299431889529,0.0852623986811375,0.0520204809337779,0.0200172780715986,0.0510912287708395,0.0457060260180432,0.0411080460657034,0.00810196620887264,0.023254016167744,0.0953923343177416,0.0311557753040198,0.102733384324303,0.0459953321568851,0.144631930279993,0.0278631847032897,0.0468344077744636,0.0409238172827343,0.037264012390184,0.0412721064576858,0.0394062961619771,0.0211776888260412,0.0778654671032334,0.0369937474217214,0.0711237305555072,0.0221889419863535,0.0509125668903044,0.0245394824353259,0.0738706479739435,0.018124673115557,0.0916195283265164,0.00448292728279631,0.0370803522289488,0.0173782225653532,0.187120068540655,0.0530511539249481,0.0266878607880867,0.00950968667782827,0.0254778907884296,0.0349246549322528
"49","Monocyte (CD14+ CD16-) CD54hi CHIKVlo CD123lo",0.0394360625078674,0.0573945645628145,0.0333609271523179,0.0499475365360201,0.0234937786509496,0.0914883738558623,0.0150653653295129,0.112105691446077,0.0140286630780456,0.0941042704745343,0.0127688932117895,0.107825968621637,0.0318874142691725,0.0398190827379581,0.0345610836155249,0.0672790080425379,0.0373535559100159,0.127351207186974,0.0197819096882427,0.0836690727995076,0.0544860970392885,0.0370329256638706,0.0583978721739811,0.106626682154738,0.0519338475173961,0.0283006305565347,0.0212788872819029,0.0710773103869769,0,0.0496219306917466,0,0.0150644642796074,0.00489473253051528,0.0476243696871281,0.0277091058920478,0.0593123015604945,0.0888661635448085,0.0568791375070929,0.00483369477177122,0.0680537369148297,0,0.0429569455727051,0.0235135356178948,0.026625683258181,0.0344385265330024,0.0499116510735258,0.0440158005437849,0.0802394207023565,0,0.0397073762723882,0.0264228070545102,0.091788874872759,0,0.0413781130037231,0,0.0437287411835731,0.0286589819313455,0.10855399476986,0.01815546878145,0.075166189129871,0.0165028740960504,0.0676125941858777,0.0102472818243048,0.0891852316986361,0.0209084354722422,0.114520218817146,0.0154883107922833,0.0496094598130529,0.0154656104139091,0.0604631599382022,0.0220008012960092,0.0710846775490655,0.010970456596121,0.0561932264334722,0.0460945560478242,0.0570819667323287,0.0770342006787921,0.0595352146267124,0.00796298844248762,0.0547538475969205,0.020256211496879,0.0823646776937534,0.0173178281602945,0.0562018655823966,0,0.0426807648474104
"50","Monocyte (CD14+ CD16-) CD54lo CHIKVhi",0,0,0,0,0.0139571054354944,0.00686008830942409,0,0,0.0262882552968873,0,0,0,0.0285324069950417,0.00284051624798341,0,0.00550840487442704,0,0,0.0110443170697609,0,0,0,0,0,0,0.00191125210511887,0.00900083084592424,0,0.00374989714231976,0,0.0206610904285323,0.010424860070905,0.0104857868436143,0,0,0,0,0,0.00995479842186398,0,0.0599438240734397,0,0.00691093481638996,0,0,0,0.0254450315497871,0,0.0204354993817832,0,0.0233886091152363,0,0.0105417933509445,0,0.149491157000296,0,0.013861103172335,0,0,0,0.0138539376440359,0,0.00954969691138266,0.00532117888742432,0.0233651098827739,0,0.0114282681574129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062468441174349,0
"51","Monocyte (CD14+ CD16-) CD54lo CHIKVlo CD123hi",0,0,0,0,0,0,0,0,0,0,0,0,0.0206941599121166,0,0,0,0,0,0,0,0,0.00324333716227304,0,0,0,0,0.00949318398621411,0,0.0160693084437339,0,0,0,0,0,0.00922492331639427,0,0.00525559539682334,0,0.0158858725472265,0,0.0452147701582517,0,0.0145170524249612,0,0,0,0,0,0.0240932820442368,0,0,0,0,0,0.0107696867898429,0.00603345456687232,0.0145120828173129,0,0.0477033935831891,0,0,0,0.00923698643317618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469523940561365,0,0,0,0,0,0,0
"52","Monocyte (CD14+ CD16-) CD54lo CHIKVlo CD123lo",0.0608894243737525,0.0275705654952697,0.0221263008514664,0.00847531318659022,0.0365708906352325,0.0226079705887927,0.0371821275071633,0.0287640175630219,0.0459545410741082,0.0156255225228238,0.0308873758736909,0.0210645437388312,0.0269885098423443,0.00851578704770684,0.031872883563428,0.0351310858092998,0.0270749683735768,0.0146160864682762,0.0300573186075772,0.00644899557943036,0.0106945851626703,0.00891917719625086,0.0204568567628882,0.0151166741736402,0.0870655678968112,0.00878862648337446,0.0473582176816321,0.00725708202971639,0.049371686513301,0.0045368316990408,0.0141339908781769,0.0113311218266589,0.00992258540181863,0.0151866777991808,0.0313143798928719,0.0129745659663582,0.015533779498,0.00751655002837148,0.0187599613304418,0.00751289526799731,0.0282934849626636,0.00763606823720552,0.0340230637114582,0.00714213220049006,0.0181255402805276,0.0107242728867659,0.0398946630414337,0.00767120368643955,0.0360111279021844,0.00461911871987346,0.00952401019827641,0.0211816733960325,0.0511638339231421,0.00761010050348193,0.0234166584329612,0.00800288604538159,0.048680575402496,0.0121357835922205,0.0159011311943964,0.0109232588881931,0.0332441524727822,0.00860703870363284,0.0157798518233426,0.0256233980301353,0.042217415685332,0.0166813807894026,0.0158244363263248,0.00822277770664113,0.0134652322329595,0.00574298910449814,0.0214956364206456,0.0024447867781356,0.0140078794321806,0.00237285081075978,0.0124517003499828,0.00660856473900568,0.0176485945522583,0.0151788926482418,0.00755022014309301,0.0121579011927009,0.0464485333115744,0.011044901085785,0.0128744991959248,0.0042143027983736,0.00868498881915891,0.0107762441433456
"53","Monocyte (CD14- CD16+)",0.0126957866532396,0.00441459292499563,0.00400898770104068,0.0111593555979386,0.00300834970530452,0.00500767496067767,0.000626790830945559,0.00908612234063385,0.0100568580750857,0.00780022071364077,0.00780384084688638,0.0048883206738362,0.00626465960036816,0.00407928094030883,0.00325084657462881,0.00281422137652326,0.0139087508937902,0.00292146266142617,0.0231021948832658,0.00667282189021319,0.0449172576832151,0.00360049036169001,0.0750084747972568,0.00896490687401718,0.000396009730524807,0.000861630047389653,0.00612364218235529,0.0113328665271645,0.015105385040379,0.00330242872792369,0.00388402713984109,0.0048333960306875,0.00279552715654952,0.0109265188321379,0.00225472691480108,0.00306103492535297,0.00103558529986667,0.00478532248912427,0.0138740103989758,0.00269842073660375,0.00202096321161883,0.00478842035300199,0.00547967612660505,0.00296936393556712,0.0191015309110175,0.00784626345241869,0.0019152174284786,0.00385082248545477,0.0149402390438247,0.00884279997000129,0.00383488906213785,0.00242062351755074,0.00717739121766436,0.00829009047242424,0.00741033494713961,0.00454993889240646,0.000523959226445651,0.00688063561925721,0.00591763616601586,0.00248572133356103,0.0136420227278748,0.00692785790633536,0.00262195708650053,0.0047365529262424,0.0137386846110711,0.00672415252699941,0.019787179464499,0.00447604148689199,0.0204615798011564,0.00454585898130697,0.0121239570087272,0.00912863367157649,0.00297488766002305,0.00342411382818501,0.00350994315308207,0.00884726492426057,0.00661387172569837,0.00236879656241536,0.00686227297743533,0.00247487246830648,0.000387581086043001,0.00645770426386625,0.000185913345789527,0.00146854819421191,0.00242371780999784,0.00356464480182348
"54","NK Cell (CD56+ CD16+) CD57hi CD11chi CCR4hi",0.00161844305777842,0.00457971521261923,0,0.00430142433956905,0.00530042567125082,0.000994902310068411,0.00204826289398281,0,0.00309071134545755,0,0.00145897894093963,0,0.000920400225646507,0,0.00161500390726752,0,0.00439332269952148,0.00442167321729366,0.0106598629945477,0.00278383974036148,0.00641675109760216,0,0,0,0.00124460201022082,0.00162926408960952,0.00173862202664861,0.00627355111325176,0.00121078183592143,0.00134662142303685,0.00199842060307177,0,0.00215040550503809,0.00498990841973085,0.00291855514352424,0.00327214078227386,0,0.00300359372044638,0,0,0,0,0,0,0.00479629681269346,0.0013024797331015,0.00247952256365533,0.00447867397764849,0,0,0.00162245306475063,0,0.00161989732343119,0.00285017072088582,0,0.00223815764286661,0.00422342891619828,0.000778805070092456,0.00326073829555976,0.00117012327406817,0,0.000669692930945752,0.00740883286827672,0.00321544278650055,0.00333787284039627,0,0.000769550564779351,0,0.00101511728585504,0.00130632780334711,0,0,0.000911226850817871,0.000347560426169155,0,0,0,0,0.000705145844799119,0.000555583615334108,0.00106074823548611,0,0.0127536555211616,0.0105429323128438,0,0
"55","NK Cell (CD56+ CD16+) CD57hi CD11chi CCR4lo",0.0113830495063749,0.00843580628241739,0.00296830652790918,0.030904168671486,0.0720776031434185,0.0365887168602778,0.0450058202005731,0.014651807433388,0.0581246472183598,0.00563070594923586,0.0573412653532086,0.0111160054004305,0.0130340548083489,0.00865406775754782,0.0289450377702527,0.010710046281271,0.0549818491832132,0.0397643528916339,0.0324339437998043,0.0104359017402496,0.0355735674884611,0.00562274969352394,0.0242639964536233,0.00698148543252021,0.0119368647343906,0.0322562957740963,0.00673908360771764,0.0220059983243547,0.0137770515699021,0.0263713362011382,0.0590823381521056,0.0390718511678807,0.0514151716228394,0.071186730393736,0.0289451998351875,0.029795480645815,0.00688664224411335,0.0690410440703613,0.0174796854179186,0.00578388037242547,0.0426457491265329,0.0731290155823056,0.00249447943076797,0.00292006785460556,0.023897827723711,0.0651647872250277,0.0234956138100857,0.0383103565054927,0.0176191784585795,0,0.0370424998419689,0.0106663289807568,0.0293575238000299,0.0335075908100079,0.0273688370714356,0.0281941601755187,0.0833889047664412,0.034396033095643,0.0369952900446842,0.0270709600703339,0.0200259595772297,0.0185501642892018,0.0307659001250842,0.0217556642406494,0.0673582739191968,0.020494958901238,0.00987147621027306,0.0157552206565974,0.0120022690856978,0.020739470512582,0.0167401188008431,0.00242691552975742,0.0130966525813627,0.00636335940751675,0.00919463494568186,0.00817272207368159,0.0178748585849795,0.0116944171588185,0.00875412768299395,0.020531339966665,0.0483252417282037,0.00627956069796649,0.079301337646523,0.0684668739535996,0.0223039746086706,0.0250664809421299
"56","NK Cell (CD56+ CD16+) CD57hi CD11clo",0.00176230466291428,0.00393379567573868,0.00149006622516556,0.00339128468820471,0.0139775703994761,0.00457181299626675,0.0138229763610315,0.00191905170125456,0.00592673155554332,0.00165535230578872,0.00921758013074261,0.0037065288625791,0.00561147234345774,0.00356072827840516,0.00672050013024225,0.00275642536089166,0.0191889885044827,0.00690009124087591,0,0,0.0113700326466284,0.00138517524638744,0.00581501473310908,0.00100751487566081,0.00297950178204379,0.00418282223005522,0.00156937563467397,0.00690495367690807,0.00659464669856234,0.00631095198653379,0.0102016148527776,0.0143861929026595,0.0135885147865979,0.0209457815879611,0.00575699308703017,0.00461899614942917,0.00107441974861167,0.00458104785322489,0.00410210853604369,0.00154815559687186,0.0239432760156196,0.0218211358097629,0.00118590005725035,0,0.00192409581439447,0.0022000922720582,0.00584825321910429,0.00953953752078569,0.00326281082566287,0.0775739229442365,0,0,0.00398743956536909,0.00416674704373155,0,0.00320630807061976,0,0,0.0191618694899561,0.00442749346944713,0.00476808561362613,0.00683878544753962,0.00594149908592322,0.00427913724365099,0.011776015380918,0.00362007731969153,0.00161870980867381,0.00211554199629223,0.00247808043311671,0.00502713764569802,0.00189872315222882,0.000772037929937558,0.00321609476759248,0.0012143160568626,0,0.000997150300855887,0.0190932033765556,0.00458802747157242,0,0,0.0028150626249439,0.00107776857369354,0.00740864682971267,0.0109447500597943,0.00647767438505374,0.00567937191338483
"57","NK Cell (CD56+ CD16+) CD57lo CD11chi CCR4hi",0.00104299663723498,0.00319560191930377,0.000449385052034059,0.00293331632860099,0,0.00101859046030814,0.00322349570200573,0.00187118419850218,0.00130098985365585,0.0024955690064542,0,0.000666100839072186,0,0.000875777828992855,0.00230268299036207,0.00144045454343371,0.00259199163962378,0.00138177288040427,0.00915699706416888,0.00495215712607017,0,0,0,0,0,0.00164493009047116,0.00106163645875004,0.003917933856534,0.00065828915351068,0,0.00119260584376863,0,0.0022118456623249,0.00303733555983617,0.00133910177173465,0.000878200364790921,0.001359205706075,0.00203139776811046,0.00148930055130248,0.000593218499735945,0,0,0.000531610370491535,0.000202983862782909,0,0.000728133248384454,0,0.0033485412916998,0.00128795164170903,0,0.000990328494068564,0.000896166453177738,0,0,0.00306293844481771,0.00272775462724368,0.0020958369057826,0.000628760056588405,0.00197254538867195,0.000929773628583898,0,0,0.00317521408640431,0,0.00197602072151459,0.00130209908046811,0.00217597056247954,0.00232709619592146,0.00109473432788288,0.00215159873492465,0.000992910272266448,0.000539711701021163,0.00106309799262085,0,0.00107220165483199,0.00122199791771555,0,0.000869097714879357,0,0.000829767737187304,0,0.000783831689958938,0.00554021770452792,0.00402774455871801,0,0
"58","NK Cell (CD56+ CD16+) CD57lo CD11chi CCR4lo",0.010178208563362,0.00871262894108048,0.00393803216650899,0.0295998284067918,0.0162901113294041,0.00994902310068411,0.0634513789398281,0.0281591463918782,0.0258064072029407,0.0312761261411898,0.0167726028636703,0.0201155291025186,0.0207535405718358,0.0220384881309057,0.0331336285491013,0.0189170805009581,0.0212790825587151,0.013265019651881,0.0199217111701384,0.0166610710088971,0.0151975683890578,0.0107145959825091,0.0264674437403844,0.0145477245967965,0.0108054083614626,0.0256139114087651,0.01103178754962,0.0378477267483982,0.0105796471099931,0.00951184973414914,0.0675917420103467,0.0487671420266065,0.0320922421561399,0.0395379568330189,0.0157487524607426,0.0127550158751604,0.0227699317808184,0.0362057877813505,0.0217385624330468,0.011357963958359,0.0286702747139823,0.0269226792703641,0.00425288296393228,0.00452943990952719,0.0177351440283316,0.0231464771846351,0.0166555515655192,0.026324100745431,0.0217406237120484,0.00131244332631091,0.0202490570808487,0.0216248861527672,0.0139809599760754,0.00828044522463782,0.0316174291077957,0.0397125734395477,0.0255311041249881,0.0114784435330599,0.0271325631013244,0.014199604055584,0.0139863844666366,0.01040828175928,0.0265803906475512,0.0155440134030915,0.0449277684317338,0.0203578958401361,0.0189734018557668,0.0374339589028131,0.0276967784954369,0.0355822662967427,0.0275227759680875,0.0131711100547218,0.0195377757131243,0.0081054524078214,0.0317310999170561,0.0187698880161108,0.0299538769471761,0.0275847572387755,0.0178006329113924,0.0242147871826138,0.0236832442576802,0.0127372649618327,0.0389023676064586,0.0372781631188711,0.0526004472336435,0.0459731543624161
"59","NK Cell (CD56+ CD16+) CD57lo CD11clo",0.00264345699437141,0.00409891796336228,0.000946073793755913,0.00677097524072324,0.0129133922724296,0.00517349201235574,0.0125693946991404,0.00577456146840092,0.0052590277682173,0.00450623683242484,0.00740799384740664,0.0132217435368522,0.00344407826370951,0.00464968886840286,0.0130033862985152,0.00890058640726629,0.00789285517848303,0.00363647529477821,0.00199217111701384,0.00247607856303508,0.00746744718375924,0.00509667268357192,0.00405486453362539,0.00309761436281598,0.00130117482886722,0.00491129127012102,0.00181555220481891,0.0134496840963456,0.00300932184462025,0.00490554946963422,0.0182919950361811,0.0246970577841615,0.0125849922175801,0.0256003997186191,0.00536785240122694,0.00321303114233601,0.00390933450699667,0.00718365802912805,0.00862226634964596,0.00478915422957556,0.019627320682332,0.014388892991655,0.00130857937351762,0.000840933145814908,0.00323471180390954,0.00553004648126469,0.00694266317823492,0.0138583947549667,0.0137209781563402,0.0732820628200146,0.00269706483491013,0.00332653091043693,0.00241738523650501,0.0020351472829337,0.0134374073708132,0.0180267400939437,0.00282620431234321,0.00159690764372169,0.0149752425425708,0.00527504221931273,0.003284681200498,0.00244784312690516,0.00998268065043779,0.00890201289966357,0.00639536436219926,0.00502295806273457,0.00546646263257056,0.0131219275927916,0.00606084732436978,0.00449328232049115,0.00487745396902817,0.00334192344672045,0.0030820908189428,0.00122718866523924,0.00338856183366713,0.00110468611761486,0.0191976329301192,0.010667669160775,0.00108351678591084,0.00162345861623603,0.00658887846273102,0.00713464981428533,0.0120285934725824,0.0141449414015786,0.0135035706557022,0.00843358237305306
"60","NK Cell (CD56+ CD16-)",0.0321171033465806,0.0327573479417992,0.0246333964049196,0.0372055814169193,0.0629706941715783,0.0480064052758248,0.0471660100286533,0.0586986131478975,0.0166306427853573,0.0120347456776912,0.0105634599289737,0.0074130577251582,0.0210504438704314,0.0130790504724591,0.0387392550143266,0.0110345931382792,0.0239123260546725,0.0624298147108366,0.0468334964350622,0.00777796429970343,0.0116327066681677,0.00726372385300733,0.0198962163289786,0.00578827173663956,0.0526504365535839,0.0131202757216152,0.014462873496015,0.0281743156769971,0.0178208277986105,0.00978438026023993,0.0721043046624442,0.0320953455764167,0.0572315065126567,0.0190523776026087,0.0197431671473699,0.0629391001823955,0.00996750851121668,0.0142954416493285,0.0461944451702244,0.00643859103371941,0.0360348016715763,0.0136326711468872,0.0107139936206756,0.00438735120557916,0.0511976799308441,0.00836725534565929,0.0251714290600044,0.0179185010711527,0.0373334249210056,0.0322349716716778,0.016645947027961,0.0104861215961504,0.00839854458455864,0.0148247458477208,0.0120541448473471,0.0267437751240558,0.00870089866946112,0.00476571542891439,0.0131234652389195,0.0112901083470902,0.0329792588275807,0.00519589342975152,0.018858847301068,0.0165265098100778,0.0104408662447595,0.00553089764211222,0.0149045138121058,0.00708706568757899,0.0154855146744161,0.0156354900549224,0.0148239761701535,0.00422833736627838,0.0177778571875251,0.0100663797505288,0.00590722421152718,0.00426721672866269,0.0123923070228875,0.00527926332852298,0.0423775454045129,0.0205529860815481,0.00775162172086002,0.00607469559718177,0.0182845775584,0.0183831619229849,0.0292288826372358,0.0179118652652906
